material_label,paper_category,wavelength_um,emissivity,reflectivity,source_file
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.7059,0.94267,0.05733,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.6697,0.93995,0.06005,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.6337,0.93903,0.06097,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.598,0.93837,0.06163,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.5626,0.93922,0.06078,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.5274,0.94151,0.05849,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.4925,0.94098,0.05902,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.4579,0.94254,0.05746,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.4235,0.94112,0.05888,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.3894,0.94408,0.05592,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.3555,0.94299,0.05701,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.3218,0.94059,0.05941,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.2884,0.94297,0.05703,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.2552,0.93914,0.06086,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.2223,0.93918,0.06082,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.1896,0.94219,0.05781,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.1571,0.94043,0.05957,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.1249,0.93964,0.06036,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.0929,0.93994,0.06006,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.0611,0.94053,0.05947,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,9.0295,0.93815,0.06185,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.9982,0.94046,0.05954,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.967,0.93916,0.06084,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.9361,0.93664,0.06336,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.9054,0.93878,0.06122,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.8749,0.93729,0.06271,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.8446,0.93843,0.06157,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.8145,0.93679,0.06321,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.7846,0.93834,0.06166,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.755,0.93889,0.06111,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.7255,0.939,0.061,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.6962,0.94189,0.05811,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.6671,0.9416,0.0584,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.6382,0.94242,0.05758,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.6095,0.94069,0.05931,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.581,0.94357,0.05643,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.5527,0.94319,0.05681,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.5246,0.94358,0.05642,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.4966,0.94219,0.05781,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.4688,0.94364,0.05636,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.4413,0.9457,0.0543,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.4139,0.9427,0.0573,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.3866,0.94242,0.05758,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.3596,0.94318,0.05682,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.3327,0.94109,0.05891,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.306,0.94259,0.05741,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.2795,0.93961,0.06039,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.2531,0.94133,0.05867,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.2269,0.94027,0.05973,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.2008,0.94048,0.05952,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.175,0.93985,0.06015,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.1493,0.9416,0.0584,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.1237,0.94078,0.05922,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.0983,0.94069,0.05931,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.0731,0.94048,0.05952,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.048,0.94069,0.05931,blkplsttp.prn
Emissivity of a Black Plastic Box Top,Polyurethane Coating,8.0231,0.93971,0.06029,blkplsttp.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.9326,0.36051,0.63949,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.8581,0.36005,0.63995,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.7844,0.35913,0.64087,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.7115,0.35886,0.64114,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.6393,0.35873,0.64128,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.5679,0.35799,0.64201,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.4972,0.35664,0.64336,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.4273,0.35575,0.64425,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.3581,0.35477,0.64523,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.2896,0.35387,0.64613,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.2218,0.35299,0.64701,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.1546,0.35264,0.64736,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.0882,0.3522,0.6478,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.0224,0.35251,0.64749,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.9573,0.35334,0.64666,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.8929,0.35437,0.64563,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.829,0.3549,0.6451,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.7658,0.35593,0.64407,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.7033,0.35751,0.64249,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.6413,0.35933,0.64067,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.5799,0.36086,0.63914,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.5192,0.36207,0.63793,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.459,0.36292,0.63708,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.3994,0.36335,0.63665,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.3403,0.36366,0.63634,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.2818,0.36413,0.63587,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.2239,0.36363,0.63637,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.1665,0.36285,0.63715,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.1097,0.3618,0.6382,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.0533,0.36083,0.63917,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.9975,0.35988,0.64012,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.9422,0.35855,0.64145,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.8875,0.3576,0.6424,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.8332,0.3565,0.6435,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.7794,0.35562,0.64438,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.7261,0.35478,0.64522,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.6733,0.35385,0.64615,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.6209,0.35293,0.64707,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.569,0.35202,0.64798,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.5176,0.35147,0.64853,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.4667,0.35145,0.64855,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.4161,0.35137,0.64863,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.3661,0.35141,0.64859,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.3164,0.35131,0.64869,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.2672,0.35133,0.64867,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.2185,0.35161,0.64839,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.1701,0.35178,0.64822,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.1222,0.35205,0.64795,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.0746,0.35193,0.64807,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.0275,0.35176,0.64824,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.9808,0.35176,0.64824,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.9345,0.3516,0.6484,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.8885,0.35131,0.64868,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.8429,0.35105,0.64895,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.7978,0.35067,0.64933,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.753,0.35044,0.64956,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.7085,0.34982,0.65018,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.6645,0.34938,0.65062,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.6208,0.34899,0.65101,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.5774,0.34835,0.65165,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.5344,0.34782,0.65218,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.4918,0.34706,0.65294,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.4495,0.34657,0.65343,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.4075,0.34618,0.65382,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.3659,0.34592,0.65408,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.3246,0.34583,0.65417,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.2836,0.34562,0.65438,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.2429,0.3452,0.6548,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.2026,0.34491,0.65509,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.1626,0.34511,0.65489,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.1229,0.34527,0.65473,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.0835,0.34537,0.65463,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.0444,0.34529,0.65471,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,10.0057,0.3453,0.6547,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.9672,0.34544,0.65456,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.929,0.3457,0.6543,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.8911,0.3461,0.6539,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.8535,0.34633,0.65367,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.8162,0.34614,0.65386,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.7791,0.3463,0.6537,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.7424,0.3465,0.6535,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.7059,0.34677,0.65322,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.6697,0.34698,0.65302,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.6337,0.34714,0.65286,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.598,0.34732,0.65268,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.5626,0.34707,0.65293,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.5274,0.34739,0.65261,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.4925,0.34787,0.65213,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.4579,0.34874,0.65126,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.4235,0.34911,0.65089,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.3894,0.34969,0.65031,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.3555,0.35017,0.64983,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.3218,0.35077,0.64923,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.2884,0.35145,0.64855,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.2552,0.35249,0.64751,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.2223,0.35333,0.64667,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.1896,0.3538,0.6462,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.1571,0.35392,0.64608,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.1249,0.35467,0.64533,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.0929,0.35518,0.64482,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.0611,0.3556,0.6444,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,9.0295,0.35563,0.64437,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.9982,0.35572,0.64428,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.967,0.3558,0.6442,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.9361,0.3554,0.6446,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.9054,0.35531,0.64469,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.8749,0.35499,0.64501,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.8446,0.35457,0.64543,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.8145,0.35458,0.64542,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.7846,0.35438,0.64562,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.755,0.35442,0.64558,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.7255,0.35418,0.64582,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.6962,0.35385,0.64615,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.6671,0.3539,0.6461,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.6382,0.35386,0.64614,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.6095,0.35402,0.64599,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.581,0.35372,0.64628,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.5527,0.35333,0.64667,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.5246,0.35325,0.64675,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.4966,0.35312,0.64688,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.4688,0.35332,0.64668,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.4413,0.35346,0.64654,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.4139,0.35377,0.64623,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.3866,0.35417,0.64583,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.3596,0.35459,0.64541,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.3327,0.35583,0.64417,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.306,0.3568,0.6432,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.2795,0.35797,0.64203,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.2531,0.35934,0.64066,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.2269,0.36056,0.63945,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.2008,0.36147,0.63853,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.175,0.36189,0.63811,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.1493,0.36186,0.63814,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.1237,0.36188,0.63812,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.0983,0.36158,0.63842,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.0731,0.36096,0.63904,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.048,0.36,0.64,alumsnd1.prn
Sample 1 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,8.0231,0.35879,0.64121,alumsnd1.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.9326,0.34707,0.65293,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.8581,0.34314,0.65686,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.7844,0.34079,0.65921,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.7115,0.34795,0.65205,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.6393,0.34592,0.65408,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.5679,0.34114,0.65886,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.4972,0.34102,0.65898,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.4273,0.33792,0.66207,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.3581,0.33646,0.66355,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.2896,0.33578,0.66422,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.2218,0.33526,0.66474,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.1546,0.33674,0.66326,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.0882,0.33708,0.66292,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,13.0224,0.33934,0.66066,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.9573,0.33962,0.66038,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.8929,0.33976,0.66024,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.829,0.34354,0.65646,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.7658,0.34492,0.65508,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.7033,0.34179,0.65821,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.6413,0.33819,0.66181,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.5799,0.33926,0.66074,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.5192,0.33905,0.66095,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.459,0.3403,0.6597,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.3994,0.3437,0.6563,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.3403,0.34263,0.65737,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.2818,0.34746,0.65254,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.2239,0.34432,0.65568,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.1665,0.34409,0.65591,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.1097,0.34605,0.65395,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,12.0533,0.34131,0.65868,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.9975,0.34086,0.65914,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.9422,0.33873,0.66127,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.8875,0.33943,0.66057,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.8332,0.34194,0.65806,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.7794,0.3401,0.6599,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.7261,0.33855,0.66145,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.6733,0.33818,0.66182,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.6209,0.3404,0.6596,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.569,0.34048,0.65952,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.5176,0.33927,0.66073,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.4667,0.33811,0.66189,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.4161,0.34095,0.65905,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.3661,0.34025,0.65975,alumsnd3.prn
Sample 3 - Aluminum Color Paint on Sandpaper,Aluminum Alloy,11.3164,0.3414,0.6586,alumsnd3.prn
