material_label,paper_category,wavelength_um,emissivity,reflectivity,source_file
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.7424,0.95895,0.04105,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.7059,0.959,0.041,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.6697,0.95984,0.04016,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.6337,0.96019,0.03981,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.598,0.96068,0.03932,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.5626,0.96107,0.03893,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.5274,0.96148,0.03852,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.4925,0.9621,0.0379,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.4579,0.96226,0.03774,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.4235,0.96269,0.03731,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.3894,0.96193,0.03807,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.3555,0.96153,0.03847,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.3218,0.96054,0.03946,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.2884,0.96013,0.03987,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.2552,0.95935,0.04065,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.2223,0.9582,0.0418,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.1896,0.95832,0.04168,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.1571,0.958,0.042,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.1249,0.95776,0.04224,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.0929,0.95698,0.04302,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.0611,0.95696,0.04304,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,9.0295,0.95759,0.04241,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.9982,0.95808,0.04192,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.967,0.9584,0.0416,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.9361,0.95787,0.04213,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.9054,0.95796,0.04204,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.8749,0.95683,0.04317,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.8446,0.95644,0.04356,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.8145,0.95573,0.04427,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.7846,0.95585,0.04415,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.755,0.95584,0.04416,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.7255,0.95606,0.04394,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.6962,0.95635,0.04365,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.6671,0.95685,0.04315,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.6382,0.95808,0.04192,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.6095,0.95985,0.04015,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.581,0.96111,0.03889,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.5527,0.96172,0.03828,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.5246,0.9619,0.0381,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.4966,0.96346,0.03654,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.4688,0.96566,0.03434,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.4413,0.96741,0.03259,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.4139,0.96829,0.03171,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.3866,0.96855,0.03145,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.3596,0.96957,0.03043,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.3327,0.97026,0.02974,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.306,0.97037,0.02963,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.2795,0.96968,0.03032,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.2531,0.96901,0.03099,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.2269,0.96832,0.03168,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.2008,0.968,0.032,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.175,0.96776,0.03224,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.1493,0.96808,0.03192,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.1237,0.96819,0.03181,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.0983,0.96819,0.03181,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.0731,0.96806,0.03194,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.048,0.96852,0.03148,krylon1.prn
"Sample 1 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done byManufacturer)",Polyurethane Coating,8.0231,0.96885,0.03115,krylon1.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.9326,0.95245,0.04755,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.8581,0.95189,0.04811,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.7844,0.95184,0.04816,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.7115,0.95164,0.04836,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.6393,0.95134,0.04866,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.5679,0.95126,0.04874,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.4972,0.95142,0.04858,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.4273,0.95208,0.04792,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.3581,0.95134,0.04866,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.2896,0.95108,0.04892,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.2218,0.95108,0.04892,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.1546,0.95176,0.04824,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.0882,0.95174,0.04826,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,13.0224,0.95171,0.04829,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.9573,0.95214,0.04786,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.8929,0.95188,0.04812,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.829,0.95176,0.04824,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.7658,0.95207,0.04793,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.7033,0.95238,0.04762,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.6413,0.95234,0.04766,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.5799,0.95186,0.04814,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.5192,0.95215,0.04785,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.459,0.95234,0.04766,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.3994,0.95284,0.04716,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.3403,0.95309,0.04691,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.2818,0.95289,0.04711,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.2239,0.95245,0.04755,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.1665,0.95184,0.04816,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.1097,0.95166,0.04834,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,12.0533,0.9511,0.0489,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.9975,0.95121,0.04879,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.9422,0.95132,0.04868,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.8875,0.95171,0.04829,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.8332,0.95186,0.04814,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.7794,0.95262,0.04738,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.7261,0.95302,0.04698,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.6733,0.95345,0.04655,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.6209,0.95322,0.04678,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.569,0.95344,0.04656,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.5176,0.95295,0.04705,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.4667,0.95302,0.04698,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.4161,0.95277,0.04723,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.3661,0.95276,0.04724,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.3164,0.95241,0.04759,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.2672,0.95229,0.04771,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.2185,0.95219,0.04781,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.1701,0.9519,0.0481,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.1222,0.95189,0.04811,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.0746,0.95191,0.04809,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,11.0275,0.95199,0.04801,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.9808,0.9516,0.0484,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.9345,0.95167,0.04833,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.8885,0.95162,0.04838,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.8429,0.95161,0.04839,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.7978,0.95125,0.04875,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.753,0.95124,0.04876,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.7085,0.95115,0.04885,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.6645,0.95108,0.04892,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.6208,0.951,0.049,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.5774,0.95126,0.04874,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.5344,0.95132,0.04868,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.4918,0.95141,0.04859,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.4495,0.95144,0.04856,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.4075,0.9514,0.0486,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.3659,0.95125,0.04875,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.3246,0.95118,0.04882,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.2836,0.95113,0.04887,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.2429,0.95049,0.04951,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.2026,0.95002,0.04998,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.1626,0.94986,0.05014,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.1229,0.95013,0.04987,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.0835,0.95011,0.04989,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.0444,0.94983,0.05017,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,10.0057,0.94935,0.05065,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.9672,0.9494,0.0506,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.929,0.94929,0.05071,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.8911,0.94916,0.05084,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.8535,0.94904,0.05096,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.8162,0.94922,0.05078,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.7791,0.94956,0.05044,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.7424,0.9498,0.0502,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.7059,0.94951,0.05049,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.6697,0.94963,0.05037,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.6337,0.94958,0.05042,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.598,0.95005,0.04995,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.5626,0.94994,0.05006,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.5274,0.94951,0.05049,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.4925,0.94935,0.05065,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.4579,0.94954,0.05046,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.4235,0.94955,0.05045,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.3894,0.94905,0.05095,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.3555,0.94854,0.05146,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.3218,0.94829,0.05171,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.2884,0.94864,0.05136,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.2552,0.9486,0.0514,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.2223,0.94882,0.05118,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.1896,0.94845,0.05155,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.1571,0.94892,0.05108,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.1249,0.94934,0.05066,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.0929,0.95004,0.04996,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.0611,0.95039,0.04961,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,9.0295,0.95043,0.04957,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.9982,0.9502,0.0498,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.967,0.94995,0.05005,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.9361,0.9491,0.0509,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.9054,0.94828,0.05172,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.8749,0.94744,0.05256,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.8446,0.94766,0.05234,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.8145,0.948,0.052,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.7846,0.94853,0.05147,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.755,0.94871,0.05129,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.7255,0.94909,0.05091,krylon2.prn
"Sample 2 - Black ""KRYLON"" Painted Sandpaper (Uniform Coverage - Done by Manufacturer)",Polyurethane Coating,8.6962,0.9495,0.0505,krylon2.prn
